source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1948TSN,1947,Big State League,,F20685,Lawrence,,0,Waco,,,,,,,,35,,,,,
minoraverages/1948TSN,1947,Big State League,,F21229,Lawrence,,0,Waco,,,,,,,,,,23,,,
minoraverages/1948TSN,1947,Big State League,,B01007,Lawson,Jas. Elwood,0,Texarkana,17,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22191,Lawson,E.,0,Texarkana,,,,,,,,,,,,15,
minoraverages/1948TSN,1947,Big State League,,P10277,Lawson,E.,0,Texarkana,,15,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01250,Leedy,Alvin,0,Sherman-Denison,55,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21718,Leedy,,0,Sherman-Denison,,,,,,,,,,,,51,
minoraverages/1948TSN,1947,Big State League,,P10493,Leedy,,0,Sherman-Denison,,51,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01466,Long,Cecil B.,0,Paris,28,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22057,Long,,0,Paris,,,,,,,,,,,,25,
minoraverages/1948TSN,1947,Big State League,,P10266,Long,,0,Paris,,25,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00726,Love,Nat A.,0,Greenville,41,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22103,Love,,0,Greenville,,,,,,,,,,,,35,
minoraverages/1948TSN,1947,Big State League,,P10062,Love,,0,Greenville,,35,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00488,Lusk,Robert (Gabby),0,Texarkana,103,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20334,Lusk,,0,Texarkana,,,,,62,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20841,Lusk,,0,Texarkana,,,,,,,,19,,,,,
minoraverages/1948TSN,1947,Big State League,,F21037,Lusk,,0,Texarkana,,,,,,,,,11,,,,
minoraverages/1948TSN,1947,Big State League,,F21196,Lusk,,0,Texarkana,,,,,,,,,,10,,,
minoraverages/1948TSN,1947,Big State League,,B00207,Lutz,Bernard,0,Wichita Falls,26,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21045,Lutz,,0,Wichita Falls,,,,,,,,,10,,,,
minoraverages/1948TSN,1947,Big State League,,F21068,Lutz,,0,Wichita Falls,,,,,,,,,,10,,,
minoraverages/1948TSN,1947,Big State League,,B00084,Martin,Paul,0,Paris,134,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20115,Martin,,0,Paris,,,134,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21076,Martin,,0,Paris,,,,,,,,,,10,,,
minoraverages/1948TSN,1947,Big State League,,P10336,Martin,,0,Texarkana,,8,,,,,,,,,,,
